# old_va new_va source_file:line | old_pattern -> new_pattern
# UNVERIFIED machine output: each line is a hypothesis, not a result.
0092C380 00951920 Manager.zhl:13 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505383ec58a1????????33c58945??5657508d45??64a3????????8bf9897d??f30f7e05 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505383ec58a1b4????0033c58945ec5657508d45f464a3000000008bf9????????????????????00????????????????????00????????
00932970 00959670 Manager.zhl:51 | 568bf18b46??83e801 -> 568bf18b460883e801747283e8010f85920000008b0d????
00922AA0 00948FC0 MenuCharacter.zhl:5 | 558bec6aff68????????64a1????????5083ec4ca1????????33c58945??535657508d45??64a3????????8bd9 -> 558bec6aff68??????0064a1000000005083ec4ca1b4????0033c58945f0535657508d45f464a3000000008bd9895d??a1????
009240A0 0094A500 MenuCharacter.zhl:8 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ecf8000000a1????????33c58945??5657508d45??64a3????????8bf989bd????????80bf????????000f57d2 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ecf8000000a1b4????0033c58945ec5657508d45f464a3000000008bf989bd??ffffff80bf590d0000
0095A340 00982100 MenuGame.zhl:7 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ec98020000 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec98020000a1b4????0033c58945ec5657508d45f464a3000000008bf989bd??fdffff
008EAA30 0090E7D0 MenuGame.zhl:10 | 558bec6aff68????????64a1????????5081ec8400000056a1????????33c5508d45??64a3????????8b0d -> 558bec6aff68??????0064a1000000005081ec??00000056a1b4????0033c5508d45f464a3000000008b0d??????008b81??
008C3970 008E4B10 MenuOnline.zhl:1 | 558bec83ec0856578bf98b0d -> 558bec83ec??56578bf98b0d??????008d89????0400e8??
009C31B0 009EE2A0 MenuStats.zhl:4 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ecb0010000a1????????33c58945??5657508d45??64a3????????8bf9a1 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??010000a1b4????0033c58945ec5657508d45f464a3000000008bf9a1??????00f680????04000174
008CFE20 008F2D80 ModEntry.zhl:1 | 558bec6aff68????????64a1????????5083ec0c5657a1????????33c5508d45??64a3????????8bf9897d??c70700000000 -> 558bec6aff68??????0064a1000000005083ec0c5657a1b4????0033c5508d45f464a3000000008bf9897df0c70700000000c747140f0000
008D6890 008F99C0 ModEntry.zhl:4 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505383ec58a1????????33c58945??5657508d45??64a3????????8b51 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505383ec58a1b4????0033c58945ec5657508d45f464a3000000008b????????48
008D61A0 008F92B0 ModEntry.zhl:7 | 558bec6aff68????????64a1????????50b874000100 -> 558bec6aff68??????0064a10000000050b874000100e8??????00a1b4????0033c58945f0535657508d45f464a3000000008bd9899d88ff
008D5030 008F8040 ModManager.zhl:20 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ecac000000 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??000000a1b4????0033c58945ec5657508d45f464a3000000008bc18985??ffffff833d??????00008b
007D8480 007E1E70 Music.zhl:4 | 558bec51538b5d??56578bf985db -> 558bec51538b5d0856578bf985db78218b9720030000b8ab
007D99F0 007E33C0 NPCAI_Pathfinder.zhl:4 | 558bec6aff68????????64a1????????5081ecc4000000a1????????33c58945??535657508d45??64a3????????8bf9 -> 558bec6aff68??????0064a1000000005081ecc4000000a1b4????0033c58945f0535657508d45f464a3000000008bf9897ddc8b4508
007DAF30 007E4940 NPCAI_Pathfinder.zhl:7 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505383ec705657a1????????33c5508d45??64a3????????8bf18975??807b??00 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505383ec705657a1b4????0033c5508d45f464a3000000008b??89????807b0c007556e8
007DB900 007E5340 NPCAI_Pathfinder.zhl:10 | 558bec83e4f081ec98000000a1????????33c4898424????????5657 -> 558bec83e4f081ec98000000a1b4????0033c489842494000000????????89??24??8b??
007DC8C0 007E6300 NPCAI_Pathfinder.zhl:13 | 558bec83e4f883ec1056578bf98b37 -> 558bec83e4f883ec??56??????8b??83??d4030000000f85
008FAC20 00920940 NightmareScene.zhl:4 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec81eca0000000a1 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec81ec??000000a1b4????0033c58945fca1??????00
008FE470 00924440 OptionsConfig.zhl:1 | 558bec6aff68????????64a1????????5083ec6ca1????????33c58945??5657508d45??64a3????????8bf18975 -> 558bec6aff68??????0064a1000000005083ec??a1b4????0033c58945f05657508d45f464a3000000008bf18975??8b7d08897d
00904520 0092A5E0 PersistentGameData.zhl:65 | 558bec568bf1807e??000f85 -> 558bec568bf1807e01000f85ad0100008b450883f8680f8d
00835B40 008453C0 PlayerHUD.zhl:10 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec81ec80020000 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec81ec??020000????????????
00990560 009BA000 PlayerManager.zhl:53 | 558bec6aff68????????64a1????????5081ec10010000 -> 558bec6aff68??????0064a1000000005081ec??010000535657a1b4????0033c5508d45f464a3000000008b??89????8b750885f60f84??
00993A90 009BCAA0 PlayerManager.zhl:56 | 558bec6aff68????????64a1????????5083ec28535657a1????????33c5508d45??64a3????????8bc1 -> 558bec6aff68??????0064a1000000005083ec28535657a1b4????0033c5508d45f464a3000000008bc18945e48b??088d
00993FA0 009BD010 PlayerManager.zhl:59 | 558bec6aff68????????64a1????????5083ec10535657a1????????33c5508d45??64a3????????8bf9897d??8b5d -> 558bec6aff68??????0064a1000000005083ec10535657a1b4????0033c5508d45f464a3000000008bf9897df08b5d088d45e46a00
009964A0 009BF530 PlayerManager.zhl:65 | 558bec6aff68????????64a1????????5083ec24535657a1????????33c5508d45??64a3????????8bf9897d??8b4f -> 558bec6aff68??????0064a1000000005083ec24535657a1b4????0033c5508d45f464a3000000008bf9??????????????????????c1??????????????
009B1E50 009DCC70 ProceduralItemManager.zhl:1 | 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68????????64a100000000505381ec68020000a1????????33c58945ec5657508d45f464a3000000008bf189b5???????? -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??020000a1b4????0033c58945ec5657508d45f464a3000000008bf189b5??fdffff8b56042b
007DF5B0 007E90F0 RNG.zhl:13 | 568bf18b1685d275??68????????6a03e8????????8b1683c40885d275??cc8b4e??8bc2d3e88b4e??33c28bd0d3e28b4e??33d08bc2d3e833c289065ec3 -> 568bf18b1685d2751668??????006a??e8??????008b1683c40885d27501cc8b4e048bc2d3e88b4e0833c28bd0d3e28b4e0c33d08bc2d3e833c289065ec3cccc8b
007E0190 007E9BA0 Room.zhl:4 | 558bec6aff68????????64a1????????5051535657a1????????33c5508d45??64a3????????8bf98d77 -> 558bec6aff68??????0064a1000000005051535657a1b4????0033c5508d45f464a3000000008b??8d??24??c00100008b
00801BE0 0080C810 Room.zhl:55 | 558bec83ec6cf30f7e05 -> 558bec83ec??f30f7e05??????0053568b75088bd9578b3d
007E8AD0 007F2800 Room.zhl:73 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ec30080000 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??080000a1b4????0033c58945ec5657508d45f464a3000000008bf989bd??faffff
007E4DE0 007EEA90 Room.zhl:91 | 558bec6aff68????????64a1????????5083ec20a1????????33c58945??535657508d45??64a3????????8bf98b5d -> 558bec6aff68??????0064a1000000005083ec20a1b4????0033c58945f0535657508d45f464a3000000008bf98b??08??????????
007E5D60 007EFA50 Room.zhl:97 | 558bec6aff68????????64a1????????5081ec1801000056 -> 558bec6aff68??????0064a1000000005081ec??0100005657a1b4????0033c5508d45f464a3000000008bf18975??83
00818250 00823080 Room.zhl:143 | 558bec83e4f851538b5d??56578bf9 -> 558bec83e4f851538b5d0856578bf98b94df287300008b02
008036F0 0080E320 Room.zhl:149 | 558bec83ec30a1????????33c58945??538b5d??8bc1 -> 558bec83ec??a1b4????0033c58945fc538b5d108bc1568b
007E51D0 007EEEB0 Room.zhl:216 | 558bec6aff68????????64a1????????5083ec305657a1????????33c5508d45??64a3????????8b75 -> 558bec6aff68??????0064a1000000005083ec??5657a1b4????0033c5508d45f464a300000000????????????00??????80be7301000000
007E5730 007EF420 Room.zhl:219 | 558bec83e4f883ec245356578b7d??8bd9 -> 558bec83e4f883ec??5356578b7d088bd9895c2410f30f10
0081F740 0082AA40 RoomConfig.zhl:10 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505383ec6ca1 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505383ec6ca1b4????0033c58945ec5657508d45f464a3000000008b53088b430c69??c4
00821B20 0082CE40 RoomConfig.zhl:21 | 558bec6aff68????????64a1000000005083ec18535657a1????????33c5508d45f464a3000000008b7d0c8b553069f7c4000000 -> 558bec6aff68??????0064a1000000005083ec18535657a1b4????0033c5508d45f464a3000000008b??0c8b??3069??c4000000
0081DD30 00828F00 RoomConfigStage.zhl:1 | 558bec6aff68????????64a1????????505156a1????????33c5508d45??64a3????????8bf18975??c746??00000000c746??00000000c746??0f000000c646??00c745??00000000c746??00000000c746??00000000c746??0f000000c646??00c746??00000000 -> 558bec6aff68??????0064a100000000505156a1b4????0033c5508d45f464a3000000008bf18975f0c7460400000000c7461400000000c746180f000000c6460400c745fc00000000c7461c00000000c7462c0000
0081DAC0 00828C00 RoomSet.zhl:1 | 558bec6aff68????????64a1????????5083ec10535657a1????????33c5508d45??64a3????????8bd9895d??8b43??85c0 -> 558bec6aff68??????0064a1000000005083ec??535657a1b4????0033c5508d45f464a3000000008bd9895de48b43
008273C0 00832850 RoomTransition.zhl:10 | 558bec83e4f081ecb800000056578bf98b07 -> 558bec83e4f081ec????000056578bf98b0783f802740983f803
009BAB00 009E5C00 ScoreSheet.zhl:4 | 558bec83e4c083ec345356578b3d -> 558bec83e4c083ec345356??????????????8b??8b??0083
009BA470 009E5A30 ScoreSheet.zhl:7 | 558bec8b55??83ec0c -> 558bec8b550883ec0ca1??????00568b750c3b51387e1d83
0042B2D0 0042EDE0 Shape.zhl:4 | 558bec83ec10538bd90f28c2 -> 558bec83ec1053????????????57f30f1145f88b??243b??
0083C620 0084BF30 StatHUD.zhl:4 | 558bec538bd98b0d????????81c1b8af0400578b7d??8b013b41??74??ffb7????????e8????????84c074??837f??0075??83bf????????0075??83bf????????2874??8bcf -> 558bec538bd98b0d??????0081c1????0400578b7d088b013b4104740fffb7??160000e8??????0084c07469837f2c007563
0090A220 00930550 TemporaryEffects.zhl:17 | 558bec83e4f88b55??83ec145685d278??a1????????8bb0????????8b80????????2bc6c1f8023bd07d??8b04??85c074??ff75??894424??8b40??ff75 -> 558bec83e4f88b550883ec145685d278??a1??????008bb0????02008b80????02002bc6c1f8023bd07d??8b049685c074??
0090A850 00930A30 TemporaryEffects.zhl:20 | 558bec8079??005675??8b41??8b49??3bc174??8b75??8b10833a0075??3972??74??83c0103bc175??33c05e5dc20400??????????????????????????????55 -> 558bec807911005675208b41048b49083bc174168b75088b10833a007505397204740983c0103bc175ed33c05e5dc204
009C5FB0 009F4280 Weapon.zhl:1 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381eca8000000a1????????33c58945??5657508d45??64a3????????8b79 -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??000000a1b4????0033c58945ec5657508d45f464a3000000008b79048b??10
009C9700 009F7930 Weapon.zhl:7 | 558bec83e4f081ec98020000 -> 558bec83e4f081ec??020000a1b4????0033c4898424??0200008b550c56578b
009D2B70 00A01020 Weapon_Brimstone.zhl:1 | 538bdc83ec0883e4f883c404558b6b??896c24??8bec6aff68????????64a1????????505381ec10020000a1????????33c58945??5657508d45??64a3????????f30f119d -> 538bdc83ec0883e4f883c404558b6b04896c24048bec6aff68??????0064a100000000505381ec??020000a1b4????0033c58945ec5657508d45f464a300000000f30f119d??ffffff
